,0,1,2,3,4
248,Detect What You Can: Detecting and Representing Objects using Holistic Models and Body Parts,"Detecting objects becomes difficult when we need to deal with large shape deformation, occlusion and low resolution. We propose a novel approach to i) handle large deformations and partial occlusions in animals (as examples of highly deformable objects), ii) describe them in terms of body parts, and iii) detect them when their body parts are hard to detect (e.g., animals depicted at low resolution). We represent the holistic object and body parts separately and use a fully connected model to arrange templates for the holistic object and body parts. Our model automatically decouples the holistic object or body parts from the model when they are hard to detect. This enables us to represent a large number of holistic object and body part combinations to better deal with different ""detectability"" patterns caused by deformations, occlusion and/or low resolution. We apply our method to the six animal categories in the PASCAL VOC dataset and show that our method significantly improves state-of-the-art (by 4.1% AP) and provides a richer representation for objects. During training we use annotations for body parts (e.g., head, torso, etc.), making use of a new dataset of fully annotated object parts for PASCAL VOC 2010, which provides a mask for each part.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Detect,What,You,Can:,Detecting,and,Representing,Objects,using,Holistic,Models,and,Body,Parts","Xianjie Chen,Roozbeh Mottaghi,Xiaobai Liu,Sanja Fidler,Raquel Urtasun,Alan Yuille,"
249,Associative Embeddings for Large-scale Knowledge Transfer with Self-assessment,"We propose a method for knowledge transfer between semantically related classes in ImageNet. By transferring knowledge from the images that have bounding-box annotations to the others, our method is capable of automatically populating ImageNet with many more bounding-boxes. The underlying assumption that objects from semantically related classes look alike is formalized in our novel Associative Embedding (AE) representation. AE recovers the latent low-dimensional space of appearance variations among image windows. The dimensions of AE space tend to correspond to aspects of window appearance (e.g. side view, close up, background). We model the overlap of a window with an object using Gaussian Processes (GP) regression, which spreads annotation smoothly through AE space. The probabilistic nature of GP allows our method to perform self-assessment, i.e. assigning a quality estimate to its own output. It enables trading off the amount of returned annotations for their quality. A large scale experiment on 219 classes and 0.5 million images demonstrates that our method outperforms state-of-the-art methods and baselines for object localization. Using self-assessment we can automatically return bounding-box annotations for 51% of all images with high localization accuracy (i.e. 71% average overlap with ground-truth).",http://openaccess.thecvf.com//www.cv-foundation.org/,"Associative,Embeddings,for,Large-scale,Knowledge,Transfer,with,Self-assessment","Alexander Vezhnevets,Vittorio Ferrari,"
250,Detecting Objects using Deformation Dictionaries,"Several popular and effective object detectors separately model intra-class variations arising from deformations and appearance changes. This reduces model complexity while enabling the detection of objects across changes in view- point, object pose, etc. The Deformable Part Model (DPM) is perhaps the most successful such model to date. A common assumption is that the exponential number of templates enabled by a DPM is critical to its success. In this paper, we show the counter-intuitive result that it is possible to achieve similar accuracy using a small dictionary of deformations. Each component in our model is represented by a single HOG template and a dictionary of flow fields that determine the deformations the template may undergo. While the number of candidate deformations is dramatically fewer than that for a DPM, the deformed templates tend to be plausible and interpretable. In addition, we discover that the set of deformation bases is actually transferable across object categories and that learning shared bases across similar categories can boost accuracy.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Detecting,Objects,using,Deformation,Dictionaries","Bharath Hariharan,C. L. Zitnick,Piotr Dollar,"
251,Persistence-based Structural Recognition,"This paper presents a framework for object recognition using topological persistence. In particular, we show that the so-called persistence diagrams built from functions defined on the objects can serve as compact and informative descriptors for images and shapes. Complementary to the bag-of-features representation, which captures the distribution of values of a given function, persistence diagrams can be used to characterize its structural properties, reflecting spatial information in an invariant way. In practice, the choice of function is simple: each dimension of the feature vector can be viewed as a function. The proposed method is general: it can work on various multimedia data, including 2D shapes, textures and triangle meshes. Extensive experiments on 3D shape retrieval, hand gesture recognition and texture classification demonstrate the performance of the proposed method in comparison with state-of-the-art methods. Additionally, our approach yields higher recognition accuracy when used in conjunction with the bag-of-features.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Persistence-based,Structural,Recognition","Chunyuan Li,Maks Ovsjanikov,Frederic Chazal,"
252,Inferring Unseen Views of People,"We pose unseen view synthesis as a probabilistic tensor completion problem. Given images of people organized by their rough viewpoint, we form a 3D appearance tensor indexed by images (pose examples), viewpoints, and image positions. After discovering the low-dimensional latent factors that approximate that tensor, we can impute its missing entries. In this way, we generate novel synthetic views of people—even when they are observed from just one camera viewpoint. We show that the inferred views are both visually and quantitatively accurate. Furthermore, we demonstrate their value for recognizing actions in unseen views and estimating viewpoint in novel images. While existing methods are often forced to choose between data that is either realistic or multi-view, our virtual views offer both, thereby allowing greater robustness to viewpoint in novel images.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Inferring,Unseen,Views,of,People","Chao-Yeh Chen,Kristen Grauman,"
253,Birdsnap: Large-scale Fine-grained Visual Categorization of Birds,"We address the problem of large-scale fine-grained visual categorization, describing new methods we have used to produce an online field guide to 500 North American bird species.  We focus on the challenges raised when such a system is asked to distinguish between highly similar species of birds.  First, we introduce   ""one-vs-most classifiers.""  By eliminating highly similar species during training, these classifiers achieve more accurate and intuitive results than common one-vs-all classifiers.  Second, we show how to estimate spatio-temporal class priors from observations that are sampled at irregular and biased locations.  We show how these priors can be used to significantly improve performance.  We then show state-of-the-art recognition performance on a new, large dataset that we make publicly available.  These recognition methods are integrated into the online field guide, which is also publicly available.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Birdsnap:,Large-scale,Fine-grained,Visual,Categorization,of,Birds","Thomas Berg,Jiongxin Liu,Seung Woo Lee,Michelle L. Alexander,David W. Jacobs,Peter N. Belhumeur,"
254,Predicting Object Dynamics in Scenes,"Given a static scene, a human can trivially enumerate the myriad of things that can happen next and characterize the relative likelihood of each. In the process, we make use of enormous amounts of commonsense knowledge about how the world works. In this paper, we investigate learning this commonsense knowledge from data. To overcome a lack of densely annotated spatiotemporal data, we learn from sequences of abstract images gathered using crowdsourcing. The abstract scenes provide both object location and attribute information. We demonstrate qualitatively and quantitatively that our models produce plausible scene predictions on both the abstract images, as well as natural images taken from the Internet.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Predicting,Object,Dynamics,in,Scenes","David F. Fouhey,C. L. Zitnick,"
255,Enriching Visual Knowledge Bases via Object Discovery and Segmentation,"There have been some recent efforts to build visual knowledge bases from Internet images. But most of these approaches have focused on bounding box representation of objects. In this paper, we propose to enrich these knowledge bases by automatically discovering objects and their segmentations from noisy Internet images. Specifically, our approach combines the power of generative modeling for segmentation with the effectiveness of discriminative models for detection. The key idea behind our approach is to learn and exploit top-down segmentation priors based on visual subcategories. The strong priors learned from these visual subcategories are then combined with discriminatively trained detectors and bottom up cues to produce clean object segmentations. Our experimental results indicate state-of-the-art performance on the difficult dataset introduced by Rubinstein et al. We have integrated our algorithm in NEIL for enriching its knowledge base. As of 14th April 2014, NEIL has automatically generated approximately 500K segmentations using web data.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Enriching,Visual,Knowledge,Bases,via,Object,Discovery,and,Segmentation","Xinlei Chen,Abhinav Shrivastava,Abhinav Gupta,"
256,Seeing the Arrow of Time,"We explore whether we can observe Time's Arrow in a temporal sequence--is it possible to tell whether a video is running forwards or backwards? We investigate this somewhat philosophical question using computer vision and machine learning techniques.  We explore three methods by which we might detect Time's Arrow in video sequences, based on distinct ways in which motion in video sequences might be asymmetric in time. We demonstrate good video forwards/backwards classification results on a selection of YouTube video clips, and on natively-captured sequences (with no temporally-dependent video compression), and examine what motions the models have learned that help discriminate forwards from backwards time.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Seeing,the,Arrow,of,Time","Lyndsey C. Pickup,Zheng Pan,Donglai Wei,YiChang Shih,Changshui Zhang,Andrew Zisserman,Bernhard Scholkopf,William T. Freeman,"
257,Hierarchical Feature Hashing for Fast Dimensionality Reduction,"Curse of dimensionality is a practical and challenging problem in image categorization, especially in cases with a large number of classes. Multi-class classification encounters severe computational and storage problems when dealing with these large scale tasks. In this paper, we propose hierarchical feature hashing to effectively reduce dimensionality of parameter space without sacrificing classification accuracy, and at the same time exploit information in semantic taxonomy among categories. We provide detailed theoretical analysis on our proposed hashing method. Moreover, experimental results on object recognition and scene classification further demonstrate the effectiveness of hierarchical feature hashing.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Hierarchical,Feature,Hashing,for,Fast,Dimensionality,Reduction","Bin Zhao,Eric P. Xing,"
258,Modeling Image Patches with a Generic Dictionary of Mini-Epitomes,"The goal of this paper is to question the necessity of features like SIFT in categorical visual recognition tasks. As an alternative, we develop a generative model for the raw intensity of image patches and show that it can support image classification performance on par with optimized SIFT-based techniques in a bag-of-visual-words setting. Key ingredient of the proposed model is a compact dictionary of mini-epitomes, learned in an unsupervised fashion on a large collection of images. The use of epitomes allows us to explicitly account for photometric and position variability in image appearance. We show that this flexibility considerably increases the capacity of the dictionary to accurately approximate the appearance of image patches and support recognition tasks. For image classification, we develop histogram-based image encoding methods tailored to the epitomic representation, as well as an ""epitomic footprint"" encoding which is easy to visualize and highlights the generative nature of our model. We discuss in detail computational aspects and develop efficient algorithms to make the model scalable to large tasks. The proposed techniques are evaluated with   experiments on the challenging PASCAL VOC 2007 image classification benchmark.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Modeling,Image,Patches,with,a,Generic,Dictionary,of,Mini-Epitomes","George Papandreou,Liang-Chieh Chen,Alan L. Yuille,"
259,Simplex-Based 3D Spatio-Temporal Feature Description for Action Recognition,"We present a novel feature description algorithm to describe 3D local spatio-temporal features for human action recognition. Our descriptor avoids the singularity and limited discrimination power issues of traditional 3D descriptors by quantizing and describing visual features in the simplex topological vector space. Specifically, given a feature's support region containing a set of 3D visual cues, we decompose the cues' orientation into three angles, transform the decomposed angles into the simplex space, and describe them in such a space. Then, quadrant decomposition is performed to improve discrimination, and a final feature vector is composed from the resulting histograms. We develop intuitive visualization tools for analyzing feature characteristics in the simplex topological vector space. Experimental results demonstrate that our novel simplex-based orientation decomposition (SOD) descriptor substantially outperforms traditional 3D descriptors for the KTH, UCF Sport, and Hollywood-2 benchmark action datasets. In addition, the results show that our SOD descriptor is a superior individual descriptor for action recognition.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Simplex-Based,3D,Spatio-Temporal,Feature,Description,for,Action,Recognition","Hao Zhang,Wenjun Zhou,Christopher Reardon,Lynne E. Parker,"
260,In Search of Inliers: 3D Correspondence by Local and Global Voting,"We present a method for finding correspondence between 3D models. From an initial set of feature correspondences, our method uses a fast voting scheme to separate the inliers from the outliers. The novelty of our method lies in the use of a combination of local and global constraints to determine if a vote should be cast. On a local scale, we use simple, low-level geometric invariants. On a global scale, we apply covariant constraints for finding compatible correspondences. We guide the sampling for collecting voters by downward dependencies on previous voting stages. All of this together results in an accurate matching procedure. We evaluate our algorithm by controlled and comparative testing on different datasets, giving superior performance compared to state of the art methods. In a final experiment, we apply our method for 3D object detection, showing potential use of our method within higher-level vision.",http://openaccess.thecvf.com//www.cv-foundation.org/,"In,Search,of,Inliers:,3D,Correspondence,by,Local,and,Global,Voting","Anders Glent Buch,Yang Yang,Norbert Kruger,Henrik Gordon Petersen,"
261,Collective Matrix Factorization Hashing for Multimodal Data,"Nearest neighbor search methods based on hashing have attracted considerable attention for effective and efficient large-scale similarity search in computer vision and information retrieval community. In this paper, we study the problems of learning hash functions in the context of multimodal data for cross-view similarity search. We put forward a novel hashing method, which is referred to  Collective Matrix Factorization Hashing (CMFH). CMFH learns unified hash codes by collective matrix factorization with latent factor model from different modalities of one instance, which can not only supports cross-view search but also increases the search accuracy by merging multiple view information sources. We also prove that CMFH, a similarity-preserving hashing learning method, has upper and lower boundaries. Extensive experiments verify that CMFH significantly outperforms several state-of-the-art methods on three different datasets.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Collective,Matrix,Factorization,Hashing,for,Multimodal,Data","Guiguang Ding,Yuchen Guo,Jile Zhou,"
262,Finding Matches in a Haystack: A Max-Pooling Strategy for Graph Matching in the Presence of Outliers,"A major challenge in real-world feature matching problems is to tolerate the numerous outliers arising in typical visual tasks. Variations in object appearance, shape, and structure within the same object class make it harder to distinguish inliers from outliers due to clutters. In this paper, we propose a max-pooling approach to graph matching, which is not only resilient to deformations but also remarkably tolerant to outliers. The proposed algorithm evaluates each candidate match using its most promising neighbors, and gradually propagates the corresponding scores to update the neighbors. As final output, it assigns a reliable score to each match together with its supporting neighbors, thus providing contextual information for further verification. We demonstrate the robustness and utility of our method with synthetic and real image experiments.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Finding,Matches,in,a,Haystack:,A,Max-Pooling,Strategy,for,Graph,Matching,in,the,Presence,of,Outliers","Minsu Cho,Jian Sun,Olivier Duchenne,Jean Ponce,"
263,Locality in Generic Instance Search from One Example,"This paper aims for generic instance search from a single example. Where the state-of-the-art relies on global image representation for the search, we proceed by including locality at all steps of the method. As the first novelty, we consider many boxes per database image as candidate targets to search locally in the picture using an efficient point-indexed representation. The same representation allows, as the second novelty, the application of very large vocabularies in the powerful Fisher vector and VLAD to search locally in the feature space. As the third novelty we propose an exponential similarity function to further emphasize locality in the feature space. Locality is advantageous in instance search as it will rest on the matching unique details. We demonstrate a substantial increase in generic instance search performance from one example on three standard datasets with buildings, logos, and scenes from 0.443 to 0.620 in mAP.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Locality,in,Generic,Instance,Search,from,One,Example","Ran Tao,Efstratios Gavves,Cees G.M. Snoek,Arnold W.M. Smeulders,"
264,Congruency-Based Reranking,"We present a tool for re-ranking the results of a specific query by considering the (n+1) × (n+1) matrix of pairwise similarities among the elements of the set of n retrieved results and the query itself. The re-ranking thus makes use of the similarities between the various results and does not employ additional sources of information. The tool is based on graphical Bayesian models, which reinforce retrieved items  strongly linked to other retrievals, and on repeated clustering to measure the stability of the obtained associations. The utility of the tool is demonstrated within the context of visual search of documents from the Cairo Genizah and for retrieval of paintings by the same artist and in the same style.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Congruency-Based,Reranking","Itai Ben-Shalom,Noga Levy,Lior Wolf,Nachum Dershowitz,Adiel Ben-Shalom,Roni Shweka,Yaacov Choueka,Tamir Hazan,Yaniv Bar,"
265,Asymmetric Sparse Kernel Approximations for Large-scale Visual Search,"We introduce an asymmetric sparse approximate embedding optimized for fast kernel comparison operations arising in large-scale visual search. In contrast to other methods that perform an explicit approximate embedding using kernel PCA followed by a distance compression technique in R^d, which loses information at both steps, our method utilizes the implicit kernel representation directly. In addition, we empirically demonstrate that our method needs no explicit training step and can operate with a dictionary of random exemplars from the dataset. We evaluate our method on three benchmark image retrieval datasets: SIFT1M, ImageNet, and 80M-TinyImages.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Asymmetric,Sparse,Kernel,Approximations,for,Large-scale,Visual,Search","Damek Davis,Jonathan Balzer,Stefano Soatto,"
266,Locally Linear Hashing for Extracting Non-Linear Manifolds,"Previous efforts in hashing intend to preserve data variance or pairwise affinity, but neither is adequate in capturing the manifold structures hidden in most visual data. In this paper, we tackle this problem by reconstructing the locally linear structures of manifolds in the binary Hamming space, which can be learned by locality-sensitive sparse coding. We cast the problem as a joint minimization of reconstruction error and quantization loss, and show that, despite its NP-hardness, a local optimum can be obtained efficiently via alternative optimization. Our method distinguishes itself from existing methods in its remarkable ability to extract the nearest neighbors of the query from the same manifold, instead of from the ambient space. On extensive experiments on various image benchmarks, our results improve previous state-of-the-art by 28-74% typically, and 627% on the Yale face data.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Locally,Linear,Hashing,for,Extracting,Non-Linear,Manifolds","Go Irie,Zhenguo Li,Xiao-Ming Wu,Shih-Fu Chang,"
267,"Active Frame, Location, and Detector Selection for Automated and Manual Video Annotation","We describe an information-driven active selection approach to determine which detectors to deploy at which location in which frame of a video to minimize semantic class label uncertainty at every pixel, with the smallest computational cost that ensures a given uncertainty bound. We show minimal performance reduction compared to a ""paragon"" algorithm running all detectors at all locations in all frames, at a small fraction of the computational cost. Our method can handle uncertainty in the labeling mechanism, so it can handle both ""oracles"" (manual annotation) or noisy detectors (automated annotation).",http://openaccess.thecvf.com//www.cv-foundation.org/,"Active,Frame,,Location,,and,Detector,Selection,for,Automated,and,Manual,Video,Annotation","Vasiliy Karasev,Avinash Ravichandran,Stefano Soatto,"
268,Distance Encoded Product Quantization,"Many binary code embedding techniques have been proposed for large-scale approximate nearest neighbor search in computer vision. Recently, product quantization that encodes the cluster index in each subspace has been shown to provide impressive accuracy for nearest neighbor search. In this paper, we explore a simple question: is it best to use all the bit budget for encoding a cluster index in each subspace? We have found that as data points are located farther away from the centers of their clusters, the error of estimated distances among those points becomes larger. To address this issue, we propose a novel encoding scheme that distributes the available bit budget to encoding both the cluster index and the quantized distance between a point and its cluster center. We also propose two different distance metrics tailored to our encoding scheme. We have tested our method against the-state-of-the-art techniques on several well-known benchmarks, and found that our method consistently improves the accuracy over other tested methods. This result is achieved mainly because our method accurately estimates distances between two data points with the new binary codes and distance metric.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Distance,Encoded,Product,Quantization","Jae-Pil Heo,Zhe Lin,Sung-Eui Yoon,"
269,Collaborative Hashing,"Hashing technique has become a promising approach for fast similarity search. Most of existing hashing research pursue the binary codes for the same type of entities by preserving their similarities. In practice, there are many scenarios involving nearest neighbor search on the data given in matrix form, where two different types of, yet naturally associated entities respectively correspond to its two dimensions or views. To fully explore the duality between the two views, we propose a collaborative hashing scheme for the data in matrix form to enable fast search in various applications such as image search using bag of words and recommendation using user-item ratings. By simultaneously preserving both the entity similarities in each view and the interrelationship between views, our collaborative hashing effectively learns the compact binary codes and the explicit hash functions for out-of-sample extension in an alternating optimization way. Extensive evaluations are conducted on three well-known datasets for search inside a single view and search across different views, demonstrating that our proposed method outperforms state-of-the-art baselines, with significant accuracy gains ranging from 7.67% to 45.87% relatively.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Collaborative,Hashing","Xianglong Liu,Junfeng He,Cheng Deng,Bo Lang,"
270,Scalable Object Detection using Deep Neural Networks,"Deep convolutional neural networks have recently achieved state-of-the-art performance on a number of image recognition benchmarks, including the ImageNet Large-Scale Visual Recognition Challenge (ILSVRC-2012). The winning model on the localization sub-task was a network that predicts a single bounding box and a confidence score for each object category in the image. Such a model captures the whole-image context around the objects but cannot handle multiple instances of the same object in the image without naively replicating the number of outputs for each instance. In this work, we propose a saliency-inspired neural network model for detection, which predicts a set of class-agnostic bounding boxes along with a single score for each box, corresponding to its likelihood of containing any object of interest. The model naturally handles a variable number of instances for each class and allows for cross-class generalization at the highest levels of the network. We are able to obtain competitive recognition performance on VOC2007 and ILSVRC2012, while using only the top few predicted locations in each image and a small number of neural network evaluations.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Scalable,Object,Detection,using,Deep,Neural,Networks","Dumitru Erhan,Christian Szegedy,Alexander Toshev,Dragomir Anguelov,"
271,Multiview Shape and Reflectance from Natural Illumination,"The world is full of objects with complex reflectances, situated in complex illumination environments. Past work on full 3D geometry recovery, however, has tried to handle this complexity by framing it into simplistic models of reflectance (Lambetian, mirrored, or diffuse plus specular) or illumination (one or more point light sources). Though there has been some recent progress in directly utilizing such complexities for recovering a single view geometry, it is not clear how such single-view methods can be extended to reconstruct the full geometry. To this end, we derive a probabilistic geometry estimation method that fully exploits the rich signal embedded in complex appearance. Though each observation provides partial and unreliable information, we show how to estimate the reflectance responsible for the diverse appearance, and unite the orientation cues embedded in each observation to reconstruct the underlying geometry. We demonstrate the effectiveness of our method on synthetic and real-world objects. The results show that our method performs accurately across a wide range of real-world environments and reflectances that lies between the extremes that have been the focus of past work.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Multiview,Shape,and,Reflectance,from,Natural,Illumination","Geoffrey Oxholm,Ko Nishino,"
272,Reflectance and Fluorescent Spectra Recovery based on Fluorescent Chromaticity Invariance under Varying Illumination,"In recent years, fluorescence analysis of scenes has received attention. Fluorescence can provide additional information about  scenes, and has been used in  applications such as camera spectral sensitivity estimation, 3D reconstruction,   and color relighting. In particular, hyperspectral images of reflective-fluorescent scenes provide a rich amount of data. However, due to the complex nature of fluorescence, hyperspectral imaging methods rely on specialized equipment such as hyperspectral cameras and specialized illuminants. In this paper, we propose a more practical approach to hyperspectral imaging of reflective-fluorescent scenes using only a conventional RGB camera and   varied colored illuminants. The key idea of our approach is to exploit a unique property of fluorescence: the chromaticity of fluorescence emissions are invariant under different illuminants. This allows us to robustly estimate   spectral reflectance and fluorescence emission chromaticity. We then show that given the spectral reflectance and fluorescent chromaticity, the fluorescence absorption and emission spectra can also be estimated. We demonstrate in results that all scene spectra can be accurately estimated from RGB images. Finally, we   show that our method can be used to accurately relight scenes under novel lighting.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Reflectance,and,Fluorescent,Spectra,Recovery,based,on,Fluorescent,Chromaticity,Invariance,under,Varying,Illumination","Ying Fu,Antony Lam,Yasuyuki Kobashi,Imari Sato,Takahiro Okabe,Yoichi Sato,"
273,What Camera Motion Reveals About Shape With Unknown BRDF,"Psychophysical studies show motion cues inform about shape even with unknown reflectance. Recent works in computer vision have considered shape recovery for an object of unknown BRDF using light source or object motions. This paper addresses the remaining problem of determining shape from the (small or differential) motion of the camera, for unknown isotropic BRDFs. Our theory derives a differential stereo relation that relates camera motion to depth of a surface with unknown isotropic BRDF, which generalizes traditional Lambertian assumptions. Under orthographic projection, we show shape may not be constrained in general, but two motions suffice to yield an invariant for several restricted (still unknown) BRDFs exhibited by common materials. For the perspective case, we show that three differential motions suffice to yield surface depth for unknown isotropic BRDF and unknown directional lighting, while additional constraints are obtained with restrictions on BRDF or lighting. The limits imposed by our theory are intrinsic to the shape recovery problem and independent of choice of reconstruction method. We outline with experiments how potential reconstruction methods may exploit our theory. We illustrate trends shared by theories on shape from motion of light, object or camera, relating reconstruction hardness to imaging complexity.",http://openaccess.thecvf.com//www.cv-foundation.org/,"What,Camera,Motion,Reveals,About,Shape,With,Unknown,BRDF","Manmohan Chandraker,"
274,Photometric Stereo using Constrained Bivariate Regression for General Isotropic Surfaces,"This paper presents a photometric stereo method that is purely pixelwise and handles general isotropic surfaces in a stable manner. Following the recently proposed sum-of-lobes representation of the isotropic reflectance function, we constructed a constrained bivariate regression problem where the regression function is approximated by smooth, bivariate Bernstein polynomials. The unknown normal vector was separated from the unknown reflectance function by considering the inverse representation of the image formation process, and then we could accurately compute the unknown surface normals by solving a simple and efficient quadratic programming problem. Extensive evaluations that showed the state-of-the-art performance using both synthetic and real-world images were performed.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Photometric,Stereo,using,Constrained,Bivariate,Regression,for,General,Isotropic,Surfaces","Satoshi Ikehata,Kiyoharu Aizawa,"
275,Robust Separation of Reflection from Multiple Images,"When one records a video/image sequence through a transparent medium (e.g. glass), the image is often a superposition of a transmitted layer (scene behind the medium) and a reflected layer. Recovering the two layers from such images seems to be a highly ill-posed problem since the number of unknowns to recover is twice as many as the given measurements. In this paper, we propose a robust method to separate these two layers from multiple images, which exploits the correlation of the transmitted layer across multiple images, and the sparsity and independence of the gradient fields of the two layers. A novel Augmented Lagrangian Multiplier based algorithm is designed to efficiently and effectively solve the decomposition problem. The experimental results on both simulated and real data demonstrate the superior performance of the proposed method over the state of the arts, in terms of accuracy and simplicity.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Robust,Separation,of,Reflection,from,Multiple,Images","Xiaojie Guo,Xiaochun Cao,Yi Ma,"
276,Surface-from-Gradients: An Approach Based on Discrete Geometry Processing,"In this paper, we propose an efficient method to reconstruct surface-from-gradients (SfG). Our method is formulated under the framework of discrete geometry processing. Unlike the existing SfG approaches, we transfer the continuous reconstruction problem into a discrete space and efficiently solve the problem via a sequence of least-square optimization steps. Our discrete formulation brings three advantages: 1) the reconstruction preserves sharp-features, 2) sparse/incomplete set of gradients can be well handled, and 3) domains of computation can have irregular boundaries. Our formulation is direct and easy to implement, and the comparisons with state-of-the-arts show the effectiveness of our method.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Surface-from-Gradients:,An,Approach,Based,on,Discrete,Geometry,Processing","Wuyuan Xie,Yunbo Zhang,Charlie C. L. Wang,Ronald C.-K. Chung,"
277,Socially-aware Large-scale Crowd Forecasting,"In crowded spaces such as city centers or train stations, human mobility looks complex, but is often influenced only by a few causes. We propose to quantitatively study crowded environments by introducing a dataset of 42 million trajectories collected in train stations. Given this dataset, we address the problem of forecasting pedestrians' destinations, a central problem in understanding large-scale crowd mobility. We need to overcome the challenges posed by a limited number of observations (e.g. sparse cameras), and change in pedestrian appearance cues across different cameras. In addition, we often have restrictions  in the way pedestrians can move in a scene, encoded as priors over origin and destination (OD) preferences. We propose a new descriptor coined as Social Affinity Maps (SAM) to link broken or unobserved trajectories of individuals in the crowd, while using the OD-prior in our framework. Our experiments show improvement in performance through the use of SAM features and OD prior. To the best of our knowledge, our work is one of the first studies that provides encouraging results  towards a better understanding of crowd behavior at the scale of million pedestrians.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Socially-aware,Large-scale,Crowd,Forecasting","Alexandre Alahi,Vignesh Ramanathan,Li Fei-Fei,"
278,L0 Regularized Stationary Time Estimation for Crowd Group Analysis,"We tackle stationary crowd analysis in this paper, which is similarly important as modeling mobile groups in crowd scenes and finds many applications in surveillance. Our key contribution is to propose a robust algorithm of estimating how long a foreground pixel becomes stationary. It is much more challenging than only subtracting background because failure at a single frame due to local movement of objects, lighting variation, and occlusion could lead to large errors on stationary time estimation. To accomplish decent results, sparse constraints along spatial and temporal dimensions are jointly added by mixed partials to shape a 3D stationary time map. It is formulated as a L0 optimization problem. Besides background subtraction, it distinguishes among different foreground objects, which are close or overlapped in the spatio-temporal space by using a locally shared foreground codebook. The proposed technologies are used to detect four types of stationary group activities and analyze crowd scene structures. We provide the first public benchmark dataset for stationary time estimation and stationary group analysis.",http://openaccess.thecvf.com//www.cv-foundation.org/,"L0,Regularized,Stationary,Time,Estimation,for,Crowd,Group,Analysis","Shuai Yi,Xiaogang Wang,Cewu Lu,Jiaya Jia,"
279,Scene-Independent Group Profiling in Crowd,"Groups are the primary entities that make up a crowd. Understanding group-level dynamics and properties is thus scientifically important and practically useful in a wide range of applications, especially for crowd understanding. In this study we show that fundamental group-level properties, such as intra-group stability and inter-group conflict, can be systematically quantified by visual descriptors. This is made possible through learning a novel Collective Transition prior, which leads to a robust approach for group segregation in public spaces. From the prior, we further devise a rich set of group property visual descriptors. These descriptors are scene-independent, and can be effectively applied to public-scene with variety of crowd densities and distributions. Extensive experiments on hundreds of public scene video clips demonstrate that such property descriptors are not only useful but also necessary for group state analysis and crowd scene understanding.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Scene-Independent,Group,Profiling,in,Crowd","Jing Shao,Chen Change Loy,Xiaogang Wang,"
280,Temporal Sequence Modeling for Video Event Detection,"We present a novel approach for event detection in video by temporal sequence modeling. Exploiting temporal information has lain at the core of many approaches for video analysis (i.e., action, activity and event recognition). Unlike previous works doing temporal modeling at semantic event level, we propose to model temporal dependencies in the data at sub-event level without using event annotations. This frees our model from ground truth and addresses several limitations in previous work on temporal modeling. Based on this idea, we represent a video by a sequence of visual words learnt from the video, and apply the Sequence Memoizer [21] to capture long-range dependencies in a temporal context in the visual sequence. This data-driven temporal model is further integrated with event classification for jointly performing segmentation and classification of events in a video. We demonstrate the efficacy of our approach on two challenging datasets for visual recognition.",http://openaccess.thecvf.com//www.cv-foundation.org/,"Temporal,Sequence,Modeling,for,Video,Event,Detection","Yu Cheng,Quanfu Fan,Sharath Pankanti,Alok Choudhary,"
